Alloy formula;Alloy class;Cu;Al;Ag;B;Be;Ca;Co;Ce;Cr;Fe;Hf;La;Mg;Mn;Mo;Nb;Nd;Ni;P;Pb;Pr;Si;Sn;Ti;V;Zn;Zr;Tss (K);tss (h);CR reduction (%);Aging;Tag (K);tag (h);Secondary thermo-mechanical process;Hardness (HV);Yield strength (MPa);Ultimate tensile strength (MPa);Electrical conductivity (%IACS);DOI
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;0.5;N;318;;;26;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;1;N;313;;;28;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;2;N;285;;;30;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;5;N;266;;;31;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;8;N;;;;32;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;9;N;198;;;;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;15;N;179;;;33;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;6;50;Y;773;20;N;172;;;33;https://doi.org/10.1016/j.intermet.2013.05.013
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;55;Y;723;0.2167;Y;381;;1156;25;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;673;0.17;Y;371;;;21;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;673;0.5;Y;382;;;23;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;673;1;Y;360;;;23;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;673;2;Y;353;;;24;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;723;0.17;Y;373;;;25;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;723;0.5;Y;359;;;26;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;723;1;Y;349;;;28;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;723;2;Y;343;;;29;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;773;0.16;Y;299;;;28;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;773;0.5;Y;287;;;28;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;773;1;Y;273;;;29;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;60;Y;773;2;Y;259;;;30;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;0.17;Y;386;;;12;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;0.15;Y;370;;;13;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;1;Y;365;;;13;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;2;Y;363;;;14;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;0.17;Y;351;;;18;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;0.5;Y;345;;;18;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;1;Y;342;;;19;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;2;Y;325;;;20;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;0.17;Y;285;;;17;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;0.5;Y;267;;;17;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;1;Y;250;;;18;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;2;Y;219;;;18;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;0.17;Y;357;;;21;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;0.5;Y;359;;;23;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;1;Y;362;;;24;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;1.5;Y;363;;;;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;2;Y;362;;;24;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;673;3;Y;353;;;25;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;0.17;Y;361;;;25;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;0.5;Y;373;;;27;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;1;Y;351;;;28;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;1.5;Y;343;;;;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;2;Y;342;;;29;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;723;3;Y;311;;;29;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;0.17;Y;331;;;27;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;0.5;Y;304;;;29;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;1;Y;284;;;30;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;1.5;Y;266;;;;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;2;Y;227;;;32;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;80;Y;773;3;Y;192;;;32;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;N;;;N;198;;;18;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;0.083;N;208;;;23;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;0.25;N;222;;;25;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;0.5;N;232;;;28;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;0.75;N;238;;;30;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;1;N;244;;;31;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;1.5;N;244;;;33;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;2;N;243;;;35;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;3;N;244;;;37;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;4;N;241;;;39;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;5;N;234;;;40;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;6;N;231;;;42;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;673;8;N;217;;;46;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;0.083;N;227;;;27;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;0.25;N;239;;;32;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;0.5;N;248;;;36;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;0.75;N;248;;;38;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;1;N;247;;;39;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;1.5;N;244;;;42;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;2;N;236;;;43;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;3;N;217;;;46;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;4;N;209;;;49;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;5;N;204;;;50;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;6;N;197;;;52;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;723;8;N;181;;;55;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;0.083;N;247;;;32;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;0.25;N;242;;;38;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;0.5;N;222;;;41;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;0.75;N;211;;;45;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;1;N;197;;;47;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;1.5;N;161;;;51;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;2;N;151;;;53;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;3;N;141;;;55;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;4;N;136;;;55;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;5;N;134;;;56;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;6;N;132;;;57;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;0;Y;773;8;N;130;;;56;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;50;N;;;Y;251;;;30;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;50;Y;673;0.083;Y;255;;;33;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;50;Y;673;0.25;Y;259;;;36;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;50;Y;673;0.5;Y;253;;;39;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;50;Y;673;0.75;Y;252;;;41;https://doi.org/10.1016/j.jallcom.2016.11.137
Cu-6Ni-1Si-0.5Al;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1253;4;50;Y;673;1;Y;243;;;42;https://doi.org/10.1016/j.jallcom.2016.11.137
